us_city,state_name,county_name,us_city_lat,us_city_long,intl_city,country,flag_emoji,city_lat,city_long,continent
Alexandria,Virginia,Alexandria (city),38.8048356,-77.0469214,Alexandria,Egypt,🇪🇬,31.1991806,29.8951716,Africa
New Alexandria,Virginia,Fairfax,38.7765028,-77.0566439,Alexandria,Egypt,🇪🇬,31.1991806,29.8951716,Africa
Cairo,West Virginia,Ritchie,39.2086894,-81.1573349,Cairo,Egypt,🇪🇬,30.0443879,31.2357257,Africa
Alexandria,Louisiana,Rapides,31.3112936,-92.4451371,Alexandria,Egypt,🇪🇬,31.1991806,29.8951716,Africa
Alexandria,New Hampshire,Grafton,43.6114624,-71.7928579,Alexandria,Egypt,🇪🇬,31.1991806,29.8951716,Africa
Alexandria,Virginia,Virginia Beach (city),36.7713889,-76.1977778,Alexandria,Egypt,🇪🇬,31.1991806,29.8951716,Africa
Alexandria Place,Florida,Hillsborough,27.9402,-82.3393,Alexandria,Egypt,🇪🇬,31.1991806,29.8951716,Africa
Cairo,Florida,Hillsborough,27.9532,-82.4486,Cairo,Egypt,🇪🇬,30.0443879,31.2357257,Africa
Paris,Arkansas,Logan,35.2920325,-93.7299173,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris Villa,Delaware,Kent,39.0648349,-75.5288126,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,California,Los Angeles,34.4719383,-118.1809079,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Idaho,Bear Lake,42.2271494,-111.4010403,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Illinois,Edgar,39.611146,-87.6961374,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
New Paris,Indiana,Elkhart,41.5003269,-85.8280485,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Indiana,Jennings,38.8242234,-85.6338542,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris Crossing,Indiana,Jennings,38.829501,-85.6480215,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Iowa,Davis,40.7886294,-92.5924118,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Iowa,Linn,42.2386036,-91.5790568,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Kentucky,Bourbon,38.2097987,-84.2529869,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
North Paris,Maine,Oxford,44.3375679,-70.5292284,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Maine,Oxford,44.2597917,-70.5006152,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
South Paris,Maine,Oxford,44.223681,-70.5133929,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
West Paris,Maine,Oxford,44.3242347,-70.5739515,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Maryland,Calvert,38.7026181,-76.5827365,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
East Paris,Michigan,Kent,42.9100291,-85.5683584,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Mississippi,Lafayette,34.1787205,-89.4598017,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Missouri,Monroe,39.4808721,-92.0012811,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris Springs,Missouri,Lawrence,37.1942187,-93.6793697,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,New York,Oneida,43.0006253,-75.3137775,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris Station,New York,Oneida,42.9634033,-75.3087774,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Ohio,Stark,40.7975589,-81.1648244,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Ohio,Portage,41.1664457,-81.0512057,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
New Paris,Ohio,Preble,39.8569934,-84.7932918,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Saint Paris,Ohio,Champaign,40.128389,-83.959658,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Oregon,Lane,44.2526208,-123.7706633,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
New Paris,Pennsylvania,Bedford,40.1064681,-78.644741,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris Point,South Carolina,Greenville,34.9228948,-82.41401,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Tennessee,Henry,36.3020023,-88.3267107,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Texas,Lamar,33.6609389,-95.555513,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Virginia,Fauquier,39.0045526,-77.951385,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris Store,Virginia,Greensville,36.6168158,-77.701096,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Wisconsin,Kenosha,42.6336298,-88.0514727,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
New Paris,Wisconsin,Sheboygan,43.7330502,-87.9720377,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Michigan,Mecosta,43.7733539,-85.5025468,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris Estates,Maryland,Calvert,38.7048403,-76.580514,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris Oaks,Maryland,Calvert,38.7106736,-76.5746805,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris Pines,Maryland,Calvert,38.7026181,-76.5780139,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris Poplars,Maryland,Calvert,38.7042849,-76.5682912,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris Manor,Georgia,Cobb,33.8501051,-84.6999354,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris Heights,Virginia,Clarke,39.0251077,-77.9591629,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris,Puerto Rico,Mayagüez,18.204677,-67.1351797,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris Woods,Delaware,Kent,38.9647,-75.52,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris Court West,Ohio,Champaign,40.1338889,-83.9813889,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Paris Court East,Ohio,Champaign,40.1247222,-83.9558333,Paris,France,🇫🇷,48.8534951,2.3483915,Europe
Berlin,Arkansas,Ashley,33.0806804,-91.7631817,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,Arkansas,Ashley,33.2281757,-91.7976285,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Hamburg,Alabama,Perry,32.5279114,-87.2863861,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Hamburg,Alabama,Wilcox,31.9759808,-87.0355402,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Berlin,Alabama,Dallas,32.2593067,-87.0083208,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin,Alabama,Cullman,34.1814863,-86.7422202,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin,Connecticut,Capitol,41.621488,-72.7456519,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
East Berlin,Connecticut,Capitol,41.6184324,-72.7137063,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,Connecticut,Lower Connecticut River Valley,41.3845428,-72.3500836,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Hamburg Farms,California,Merced,36.8793932,-120.7637961,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Hamburg,California,Siskiyou,41.7829093,-123.0603186,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
New Berlin,Florida,Duval,30.3985726,-81.5525919,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,Florida,Madison,30.5657612,-83.5268196,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Berlin,Georgia,Colquitt,31.0682441,-83.623778,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin,Illinois,Sangamon,39.7589387,-89.9031635,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,Illinois,Calhoun,39.230048,-90.7176242,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
New Berlin,Illinois,Sangamon,39.7253276,-89.9106632,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,Illinois,Bond,38.8661576,-89.2747957,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Hamburg Landing,Illinois,Union,37.4064386,-89.4123126,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Hamburg,Indiana,Clark,38.3833997,-85.7674642,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Hamburg,Indiana,Franklin,39.3808834,-85.2507964,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Hamburg,Iowa,Fremont,40.6044458,-95.6577711,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Berlin,Iowa,Hardin,42.4185929,-93.1604802,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin,Kansas,Bourbon,37.9214262,-94.896079,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,Kansas,Pawnee,38.1255698,-99.1703834,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Berlin,Kentucky,Bracken,38.6947935,-84.1624325,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,Louisiana,Avoyelles,31.030742,-91.9315098,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Berlin,Maryland,Worcester,38.3226154,-75.2176892,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin,Massachusetts,Worcester,42.381204,-71.6370121,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
South Berlin,Massachusetts,Worcester,42.3598154,-71.6286785,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
West Berlin,Massachusetts,Worcester,42.3881483,-71.6606239,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
East Berlin,Massachusetts,Worcester,42.3898153,-71.5995111,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,Michigan,Livingston,42.4486456,-83.8016097,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Hamburg,Minnesota,Carver,44.7332953,-93.9671917,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
New Munich,Minnesota,Stearns,45.6302427,-94.7536231,Munich,Germany,🇩🇪,48.1371079,11.5753822,Europe
Hamburg,Mississippi,Franklin,31.5787781,-91.0667711,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Berlin,Missouri,Gentry,40.0536091,-94.3510659,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
New Hamburg,Missouri,Scott,37.1264394,-89.5934198,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Hamburg,Missouri,St. Charles,38.6697751,-90.7317948,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Berlin,Nevada,Nye,38.8818713,-117.607602,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin,New Hampshire,Coos,44.4686696,-71.1850768,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin,New Jersey,Camden,39.7912262,-74.9290536,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
East Berlin,New Jersey,Camden,39.7973373,-74.9151645,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,New Jersey,Sussex,41.1534294,-74.5762713,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
West Berlin,New Jersey,Camden,39.8087258,-74.9412765,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin Heights,New Jersey,Burlington,39.8131707,-74.8904416,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin,New York,Rensselaer,42.6931351,-73.3720549,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Center Berlin,New York,Rensselaer,42.6609134,-73.3687211,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,New York,Greene,42.2342543,-73.8501281,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Hamburg,New York,Erie,42.7158927,-78.8294768,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Lock Berlin,New York,Wayne,43.0789531,-76.9460762,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
New Berlin,New York,Chenango,42.6242404,-75.33156,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
New Hamburg,New York,Dutchess,41.5884269,-73.9451379,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
South New Berlin,New York,Chenango,42.5295192,-75.3851753,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
New Berlin,North Carolina,Columbus,34.3151685,-78.2197209,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Munich,North Dakota,Cavalier,48.669174,-98.8326307,Munich,Germany,🇩🇪,48.1371079,11.5753822,Europe
Berlin,North Dakota,LaMoure,46.3785823,-98.4898183,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin Center,Ohio,Mahoning,41.0245026,-80.9475891,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,Ohio,Fairfield,39.6545085,-82.6607213,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
West Berlin,Ohio,Delaware,40.2556175,-83.0126846,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin,Ohio,Williams,41.6094946,-84.7544004,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin Heights,Ohio,Erie,41.3253278,-82.4932261,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin Heights Station,Ohio,Erie,41.352827,-82.4940591,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,Ohio,Preble,39.8872722,-84.6763446,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Berlin,Oklahoma,Roger Mills,35.4506051,-99.6253779,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin,Oregon,Linn,44.4979009,-122.7478648,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin,Pennsylvania,Somerset,39.9206363,-78.9578022,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin Center,Pennsylvania,Wayne,41.5911998,-75.2240635,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
East Berlin,Pennsylvania,Adams,39.937597,-76.9785892,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,Pennsylvania,Berks,40.5556484,-75.9818772,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
New Hamburg,Pennsylvania,Mercer,41.3253337,-80.3417326,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Berlin Junction,Pennsylvania,Adams,39.8559313,-77.0355363,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
East Berlin,Pennsylvania,Wayne,41.5914777,-75.0960038,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
New Berlin,Pennsylvania,Union,40.8789732,-76.9869178,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,South Carolina,Aiken,33.4798589,-81.957893,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Berlin,South Carolina,Aiken,33.673761,-81.3037134,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
South Berlin,Tennessee,Marshall,35.5006284,-86.8366675,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin,Tennessee,Marshall,35.5297942,-86.8244448,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,Tennessee,Marion,35.006747,-85.7024704,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Hamburg,Tennessee,Hardin,35.0948064,-88.3042074,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
New Berlin,Texas,Guadalupe,29.4641219,-98.1011187,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin,Texas,Washington,30.1713271,-96.4458011,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin Corners,Vermont,Washington,44.2100604,-72.5759414,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
West Berlin,Vermont,Washington,44.2000603,-72.6328878,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin,Virginia,Southampton,36.8576503,-76.9774612,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,Virginia,Page,38.6581747,-78.5144541,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Hamburg,Virginia,Shenandoah,38.8051134,-78.637515,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Berlin,West Virginia,Lewis,39.0525951,-80.3550877,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin,Wisconsin,Green Lake,43.9680365,-88.9434477,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
New Berlin,Wisconsin,Waukesha,42.9764027,-88.1084224,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg,Wisconsin,Marathon,45.0905228,-89.8851301,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Berlin Center,Michigan,Ionia,42.9005887,-85.1341733,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Berlin West,Maryland,Wicomico,38.3326165,-75.361583,Berlin,Germany,🇩🇪,52.5170365,13.3888599,Europe
Hamburg Heights,Pennsylvania,Berks,40.566413,-75.982511,Hamburg,Germany,🇩🇪,53.550341,10.000654,Europe
Budapest,Georgia,Haralson,33.7151066,-85.2180055,Budapest,Hungary,🇭🇺,47.4978789,19.0402383,Europe
Budapest,Missouri,Ripley,36.7689441,-90.710953,Budapest,Hungary,🇭🇺,47.4978789,19.0402383,Europe
Delhi,Colorado,Las Animas,37.6422351,-104.0180174,Delhi,India,🇮🇳,28.6273928,77.1716954,Asia
Delhi,Georgia,Wilkes,33.9137324,-82.6740257,Delhi,India,🇮🇳,28.6273928,77.1716954,Asia
Delhi,Illinois,Jersey,39.0453249,-90.2559455,Delhi,India,🇮🇳,28.6273928,77.1716954,Asia
Calcutta,Indiana,Clay,39.6042091,-87.0694582,Calcutta,India,🇮🇳,22.5726459,88.3638953,Asia
Delhi,Iowa,Delaware,42.4297143,-91.3309789,Delhi,India,🇮🇳,28.6273928,77.1716954,Asia
Agra,Kansas,Phillips,39.7616776,-99.1192544,Agra,India,🇮🇳,27.1752554,78.0098161,Asia
Delhi,Louisiana,Richland,32.4576421,-91.4931736,Delhi,India,🇮🇳,28.6273928,77.1716954,Asia
Delhi Mills,Michigan,Washtenaw,42.3303146,-83.8110536,Delhi,India,🇮🇳,28.6273928,77.1716954,Asia
Bombay,Minnesota,Goodhue,44.2835757,-92.8915907,Bombay,India,🇮🇳,18.9733536,72.82810492,Asia
Delhi,Minnesota,Redwood,44.5991256,-95.211113,Delhi,India,🇮🇳,28.6273928,77.1716954,Asia
Delhi,Missouri,Crawford,38.1283795,-91.3476485,Delhi,India,🇮🇳,28.6273928,77.1716954,Asia
Bombay,New York,Franklin,44.9389348,-74.5676877,Bombay,India,🇮🇳,18.9733536,72.82810492,Asia
Calcutta,New York,Otsego,42.6328534,-74.6762582,Calcutta,India,🇮🇳,22.5726459,88.3638953,Asia
Delhi,New York,Delaware,42.2781401,-74.9159946,Delhi,India,🇮🇳,28.6273928,77.1716954,Asia
East Delhi,New York,Delaware,42.2989728,-74.8787711,Delhi,India,🇮🇳,28.6273928,77.1716954,Asia
South Bombay,New York,Franklin,44.8900482,-74.5543513,Bombay,India,🇮🇳,18.9733536,72.82810492,Asia
West Delhi,New York,Delaware,42.2995281,-75.0082191,Delhi,India,🇮🇳,28.6273928,77.1716954,Asia
Calcutta,Ohio,Columbiana,40.673397,-80.5764592,Calcutta,India,🇮🇳,22.5726459,88.3638953,Asia
Delhi,Ohio,Hamilton,39.0950595,-84.6052225,Delhi,India,🇮🇳,28.6273928,77.1716954,Asia
Delhi,Oklahoma,Beckham,35.1747745,-99.6764856,Delhi,India,🇮🇳,28.6273928,77.1716954,Asia
Agra,Oklahoma,Lincoln,35.8947842,-96.8722487,Agra,India,🇮🇳,27.1752554,78.0098161,Asia
Delhi,Texas,Caldwell,29.8274481,-97.3955486,Delhi,India,🇮🇳,28.6273928,77.1716954,Asia
Patna,Virginia,Highland,38.2337362,-79.5239334,Patna,India,🇮🇳,25.6093239,85.1235252,Asia
Calcutta,West Virginia,Pleasants,39.3506315,-81.1945574,Calcutta,India,🇮🇳,22.5726459,88.3638953,Asia
Indore,West Virginia,Clay,38.3528812,-81.1467757,Indore,India,🇮🇳,22.7203616,75.8681996,Asia
Bombay,Michigan,Midland,43.7416926,-84.2663834,Bombay,India,🇮🇳,18.9733536,72.82810492,Asia
Bombay,California,Sacramento,38.6868471,-121.4802329,Bombay,India,🇮🇳,18.9733536,72.82810492,Asia
Delhi,California,Merced,37.4321589,-120.7785354,Delhi,India,🇮🇳,28.6273928,77.1716954,Asia
Agra,California,San Diego,33.3333645,-117.5000427,Agra,India,🇮🇳,27.1752554,78.0098161,Asia
Bombay Beach,California,Imperial,33.3508667,-115.7297152,Bombay,India,🇮🇳,18.9733536,72.82810492,Asia
New Delhi,Illinois,Jersey,39.0317139,-90.2612233,Delhi,India,🇮🇳,28.6273928,77.1716954,Asia
Calcutta Colonia,Texas,El Paso,31.6712234,-106.2766475,Calcutta,India,🇮🇳,22.5726459,88.3638953,Asia
Bombay Woods,Delaware,Kent,39.2884,-75.5909,Bombay,India,🇮🇳,18.9733536,72.82810492,Asia
Dublin,Arizona,Graham,32.8961754,-109.8342483,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,Arkansas,Logan,35.3620297,-93.4712961,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,Alabama,Montgomery,32.0320936,-86.1591276,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin Hill,Delaware,Sussex,38.7531692,-75.6535398,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,Florida,Lake,28.7894369,-81.6267408,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,Georgia,Laurens,32.5404447,-82.903754,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
East Dublin,Georgia,Laurens,32.5482221,-82.8718084,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,Indiana,Wayne,39.8122686,-85.2088541,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,Kentucky,Graves,36.7253355,-88.8022775,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,Maryland,Harford,39.6509393,-76.2666233,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,Mississippi,Coahoma,34.0723334,-90.490651,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,New Hampshire,Cheshire,42.9075823,-72.0625817,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,New York,Seneca,42.9947859,-76.9221855,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,North Carolina,Bladen,34.6568361,-78.726407,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin Woods,North Carolina,Wake,35.8168173,-78.7686167,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,Ohio,Mahoning,41.0031141,-80.7856355,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,Ohio,Franklin,40.0992294,-83.1140771,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,Pennsylvania,Bucks,40.3717714,-75.2015627,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin Mills,Pennsylvania,Fulton,40.1206387,-78.0263918,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,Texas,Erath,32.085143,-98.3419882,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin Town,Utah,Salt Lake,40.6605032,-111.7860434,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin Town,Utah,Salt Lake,40.6560578,-112.0185503,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,Virginia,Pulaski,37.1056784,-80.6853434,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,Michigan,Manistee,44.179451,-85.9314613,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,California,Alameda,37.7021521,-121.9357918,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin Manor,Maryland,Carroll,39.6189908,-76.9349798,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin Manor,Maryland,Harford,39.6459394,-76.2635677,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin Manor,Maryland,Frederick,39.4803793,-77.3824847,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin Chase,Pennsylvania,Montgomery,40.1454,-75.1817,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin Crossing,Pennsylvania,Montgomery,40.1616,-75.1682,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin Estates,Pennsylvania,Montgomery,40.1502,-75.1889,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin Glen,Pennsylvania,Montgomery,40.1754,-75.1913,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin Hunt II,Pennsylvania,Montgomery,40.1491,-75.1574,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin Lea,Pennsylvania,Montgomery,40.163,-75.178,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin Meadows,Pennsylvania,Montgomery,40.1731,-75.1775,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Estate of Dublin,Pennsylvania,Montgomery,40.16,-75.1913,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Upper Dublin,Pennsylvania,Montgomery,40.1646,-75.2174,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Dublin,New York,Westchester,40.9813889,-73.6958333,Dublin,Ireland,🇮🇪,53.3493795,-6.2605593,Europe
Rome,Alabama,Covington,31.1418423,-86.6688472,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Milan,Georgia,Telfair,32.0173996,-83.0626489,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
New Rome,Georgia,Floyd,34.2173169,-85.1752284,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
North Rome,Georgia,Floyd,34.2634267,-85.1582834,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
West Rome,Georgia,Floyd,34.2792595,-85.2260635,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Rome,Georgia,Floyd,34.257038,-85.1646726,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Milan,Illinois,Rock Island,41.453089,-90.5720803,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
Rome,Illinois,Peoria,40.8830925,-89.502592,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
South Rome,Illinois,Peoria,40.8497592,-89.5375936,Rome,Italy,🇮🇹,41.8933203,12.4829321,Europe
Milan,Indiana,Ripley,39.1211656,-85.1313464,Milan,Italy,🇮🇹,45.4641943,9.1896346,Europe
